Batsman,Opponent,Total Runs,Venue
BA Stokes,Chennai Super Kings,28,Sawai Mansingh Stadium
F du Plessis,Rajasthan Royals,7,Sawai Mansingh Stadium
JC Archer,Chennai Super Kings,13,Sawai Mansingh Stadium
JC Buttler,Chennai Super Kings,23,Sawai Mansingh Stadium
KM Jadhav,Rajasthan Royals,1,Sawai Mansingh Stadium
MJ Santner,Rajasthan Royals,10,Sawai Mansingh Stadium
MS Dhoni,Rajasthan Royals,58,Sawai Mansingh Stadium
R Parag,Chennai Super Kings,16,Sawai Mansingh Stadium
RA Jadeja,Rajasthan Royals,9,Sawai Mansingh Stadium
RA Tripathi,Chennai Super Kings,10,Sawai Mansingh Stadium
S Gopal,Chennai Super Kings,19,Sawai Mansingh Stadium
SK Raina,Rajasthan Royals,4,Sawai Mansingh Stadium
SPD Smith,Chennai Super Kings,15,Sawai Mansingh Stadium
SR Watson,Rajasthan Royals,0,Sawai Mansingh Stadium
SV Samson,Chennai Super Kings,6,Sawai Mansingh Stadium
AD Russell,Delhi Capitals,45,Eden Gardens
CA Ingram,Kolkata Knight Riders,14,Eden Gardens
CR Brathwaite,Delhi Capitals,6,Eden Gardens
JL Denly,Delhi Capitals,0,Eden Gardens
KD Karthik,Delhi Capitals,2,Eden Gardens
Kuldeep Yadav,Delhi Capitals,2,Eden Gardens
N Rana,Delhi Capitals,11,Eden Gardens
PP Chawla,Delhi Capitals,14,Eden Gardens
PP Shaw,Kolkata Knight Riders,14,Eden Gardens
RR Pant,Kolkata Knight Riders,46,Eden Gardens
RV Uthappa,Delhi Capitals,28,Eden Gardens
S Dhawan,Kolkata Knight Riders,97,Eden Gardens
SS Iyer,Kolkata Knight Riders,6,Eden Gardens
Shubman Gill,Delhi Capitals,65,Eden Gardens
AM Rahane,Mumbai Indians,37,Wankhede Stadium
HH Pandya,Rajasthan Royals,28,Wankhede Stadium
Ishan Kishan,Rajasthan Royals,5,Wankhede Stadium
JC Buttler,Mumbai Indians,89,Wankhede Stadium
K Gowtham,Mumbai Indians,0,Wankhede Stadium
KA Pollard,Rajasthan Royals,6,Wankhede Stadium
LS Livingstone,Mumbai Indians,1,Wankhede Stadium
Q de Kock,Rajasthan Royals,81,Wankhede Stadium
RA Tripathi,Mumbai Indians,1,Wankhede Stadium
RG Sharma,Rajasthan Royals,47,Wankhede Stadium
S Gopal,Mumbai Indians,13,Wankhede Stadium
SA Yadav,Rajasthan Royals,16,Wankhede Stadium
SPD Smith,Mumbai Indians,12,Wankhede Stadium
SV Samson,Mumbai Indians,31,Wankhede Stadium
AB de Villiers,Kings XI Punjab,59,Punjab Cricket Association IS Bindra Stadium
CH Gayle,Royal Challengers Bangalore,99,Punjab Cricket Association IS Bindra Stadium
KL Rahul,Royal Challengers Bangalore,18,Punjab Cricket Association IS Bindra Stadium
MA Agarwal,Royal Challengers Bangalore,15,Punjab Cricket Association IS Bindra Stadium
MP Stoinis,Kings XI Punjab,28,Punjab Cricket Association IS Bindra Stadium
Mandeep Singh,Royal Challengers Bangalore,18,Punjab Cricket Association IS Bindra Stadium
PA Patel,Kings XI Punjab,19,Punjab Cricket Association IS Bindra Stadium
SM Curran,Royal Challengers Bangalore,1,Punjab Cricket Association IS Bindra Stadium
SN Khan,Royal Challengers Bangalore,15,Punjab Cricket Association IS Bindra Stadium
V Kohli,Kings XI Punjab,67,Punjab Cricket Association IS Bindra Stadium
AD Russell,Chennai Super Kings,10,Eden Gardens
AT Rayudu,Kolkata Knight Riders,5,Eden Gardens
CA Lynn,Chennai Super Kings,82,Eden Gardens
F du Plessis,Kolkata Knight Riders,24,Eden Gardens
KD Karthik,Chennai Super Kings,18,Eden Gardens
KM Jadhav,Kolkata Knight Riders,20,Eden Gardens
MS Dhoni,Kolkata Knight Riders,16,Eden Gardens
N Rana,Chennai Super Kings,21,Eden Gardens
PP Chawla,Chennai Super Kings,4,Eden Gardens
RA Jadeja,Kolkata Knight Riders,31,Eden Gardens
RV Uthappa,Chennai Super Kings,0,Eden Gardens
SK Raina,Kolkata Knight Riders,58,Eden Gardens
SP Narine,Chennai Super Kings,2,Eden Gardens
SR Watson,Kolkata Knight Riders,6,Eden Gardens
Shubman Gill,Chennai Super Kings,15,Eden Gardens
AR Patel,Sunrisers Hyderabad,14,Rajiv Gandhi International Stadium
Abhishek Sharma,Delhi Capitals,2,Rajiv Gandhi International Stadium
B Kumar,Delhi Capitals,2,Rajiv Gandhi International Stadium
C Munro,Sunrisers Hyderabad,40,Rajiv Gandhi International Stadium
CH Morris,Sunrisers Hyderabad,4,Rajiv Gandhi International Stadium
DA Warner,Delhi Capitals,51,Rajiv Gandhi International Stadium
DJ Hooda,Delhi Capitals,3,Rajiv Gandhi International Stadium
JM Bairstow,Delhi Capitals,41,Rajiv Gandhi International Stadium
K Rabada,Sunrisers Hyderabad,2,Rajiv Gandhi International Stadium
KK Ahmed,Delhi Capitals,0,Rajiv Gandhi International Stadium
KMA Paul,Sunrisers Hyderabad,7,Rajiv Gandhi International Stadium
KS Williamson,Delhi Capitals,3,Rajiv Gandhi International Stadium
PP Shaw,Sunrisers Hyderabad,4,Rajiv Gandhi International Stadium
RK Bhui,Delhi Capitals,7,Rajiv Gandhi International Stadium
RR Pant,Sunrisers Hyderabad,23,Rajiv Gandhi International Stadium
Rashid Khan,Delhi Capitals,0,Rajiv Gandhi International Stadium
S Dhawan,Sunrisers Hyderabad,7,Rajiv Gandhi International Stadium
SS Iyer,Sunrisers Hyderabad,45,Rajiv Gandhi International Stadium
Sandeep Sharma,Delhi Capitals,1,Rajiv Gandhi International Stadium
V Shankar,Delhi Capitals,1,Rajiv Gandhi International Stadium
AB de Villiers,Mumbai Indians,75,Wankhede Stadium
AD Nath,Mumbai Indians,2,Wankhede Stadium
HH Pandya,Royal Challengers Bangalore,37,Wankhede Stadium
Ishan Kishan,Royal Challengers Bangalore,21,Wankhede Stadium
KH Pandya,Royal Challengers Bangalore,11,Wankhede Stadium
MM Ali,Mumbai Indians,50,Wankhede Stadium
MP Stoinis,Mumbai Indians,0,Wankhede Stadium
P Negi,Mumbai Indians,0,Wankhede Stadium
PA Patel,Mumbai Indians,28,Wankhede Stadium
Q de Kock,Royal Challengers Bangalore,40,Wankhede Stadium
RG Sharma,Royal Challengers Bangalore,28,Wankhede Stadium
SA Yadav,Royal Challengers Bangalore,29,Wankhede Stadium
UT Yadav,Mumbai Indians,0,Wankhede Stadium
V Kohli,Mumbai Indians,8,Wankhede Stadium
AJ Turner,Kings XI Punjab,0,Punjab Cricket Association IS Bindra Stadium
AM Rahane,Kings XI Punjab,26,Punjab Cricket Association IS Bindra Stadium
CH Gayle,Rajasthan Royals,30,Punjab Cricket Association IS Bindra Stadium
DA Miller,Rajasthan Royals,40,Punjab Cricket Association IS Bindra Stadium
JC Archer,Kings XI Punjab,1,Punjab Cricket Association IS Bindra Stadium
JC Buttler,Kings XI Punjab,23,Punjab Cricket Association IS Bindra Stadium
KL Rahul,Rajasthan Royals,52,Punjab Cricket Association IS Bindra Stadium
MA Agarwal,Rajasthan Royals,26,Punjab Cricket Association IS Bindra Stadium
Mandeep Singh,Rajasthan Royals,0,Punjab Cricket Association IS Bindra Stadium
Mujeeb Ur Rahman,Rajasthan Royals,0,Punjab Cricket Association IS Bindra Stadium
N Pooran,Rajasthan Royals,5,Punjab Cricket Association IS Bindra Stadium
R Ashwin,Rajasthan Royals,17,Punjab Cricket Association IS Bindra Stadium
RA Tripathi,Kings XI Punjab,50,Punjab Cricket Association IS Bindra Stadium
S Gopal,Kings XI Punjab,0,Punjab Cricket Association IS Bindra Stadium
STR Binny,Kings XI Punjab,33,Punjab Cricket Association IS Bindra Stadium
SV Samson,Kings XI Punjab,27,Punjab Cricket Association IS Bindra Stadium
AT Rayudu,Sunrisers Hyderabad,25,Rajiv Gandhi International Stadium
DA Warner,Chennai Super Kings,50,Rajiv Gandhi International Stadium
DJ Hooda,Chennai Super Kings,13,Rajiv Gandhi International Stadium
F du Plessis,Sunrisers Hyderabad,45,Rajiv Gandhi International Stadium
JM Bairstow,Chennai Super Kings,61,Rajiv Gandhi International Stadium
KM Jadhav,Sunrisers Hyderabad,1,Rajiv Gandhi International Stadium
KS Williamson,Chennai Super Kings,3,Rajiv Gandhi International Stadium
RA Jadeja,Sunrisers Hyderabad,10,Rajiv Gandhi International Stadium
SK Raina,Sunrisers Hyderabad,13,Rajiv Gandhi International Stadium
SR Watson,Sunrisers Hyderabad,31,Rajiv Gandhi International Stadium
SW Billings,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium
V Shankar,Chennai Super Kings,7,Rajiv Gandhi International Stadium
A Mishra,Mumbai Indians,6,Arun Jaitley Stadium
AR Patel,Mumbai Indians,26,Arun Jaitley Stadium
BCJ Cutting,Delhi Capitals,2,Arun Jaitley Stadium
C Munro,Mumbai Indians,3,Arun Jaitley Stadium
CH Morris,Mumbai Indians,11,Arun Jaitley Stadium
HH Pandya,Delhi Capitals,32,Arun Jaitley Stadium
K Rabada,Mumbai Indians,9,Arun Jaitley Stadium
KH Pandya,Delhi Capitals,37,Arun Jaitley Stadium
PP Shaw,Mumbai Indians,20,Arun Jaitley Stadium
Q de Kock,Delhi Capitals,35,Arun Jaitley Stadium
RG Sharma,Delhi Capitals,30,Arun Jaitley Stadium
RR Pant,Mumbai Indians,7,Arun Jaitley Stadium
S Dhawan,Mumbai Indians,35,Arun Jaitley Stadium
SA Yadav,Delhi Capitals,26,Arun Jaitley Stadium
SS Iyer,Mumbai Indians,3,Arun Jaitley Stadium
AD Nath,Kolkata Knight Riders,13,Eden Gardens
AD Russell,Royal Challengers Bangalore,65,Eden Gardens
CA Lynn,Royal Challengers Bangalore,1,Eden Gardens
MM Ali,Kolkata Knight Riders,66,Eden Gardens
MP Stoinis,Kolkata Knight Riders,17,Eden Gardens
N Rana,Royal Challengers Bangalore,85,Eden Gardens
PA Patel,Kolkata Knight Riders,11,Eden Gardens
RV Uthappa,Royal Challengers Bangalore,9,Eden Gardens
SP Narine,Royal Challengers Bangalore,18,Eden Gardens
Shubman Gill,Royal Challengers Bangalore,9,Eden Gardens
V Kohli,Kolkata Knight Riders,100,Eden Gardens
AJ Turner,Mumbai Indians,0,Sawai Mansingh Stadium
AM Rahane,Mumbai Indians,12,Sawai Mansingh Stadium
BA Stokes,Mumbai Indians,0,Sawai Mansingh Stadium
BCJ Cutting,Rajasthan Royals,13,Sawai Mansingh Stadium
HH Pandya,Rajasthan Royals,23,Sawai Mansingh Stadium
KA Pollard,Rajasthan Royals,10,Sawai Mansingh Stadium
KH Pandya,Rajasthan Royals,2,Sawai Mansingh Stadium
Q de Kock,Rajasthan Royals,65,Sawai Mansingh Stadium
R Parag,Mumbai Indians,43,Sawai Mansingh Stadium
RG Sharma,Rajasthan Royals,5,Sawai Mansingh Stadium
SA Yadav,Rajasthan Royals,34,Sawai Mansingh Stadium
SPD Smith,Mumbai Indians,59,Sawai Mansingh Stadium
STR Binny,Mumbai Indians,7,Sawai Mansingh Stadium
SV Samson,Mumbai Indians,35,Sawai Mansingh Stadium
AR Patel,Kings XI Punjab,1,Arun Jaitley Stadium
CA Ingram,Kings XI Punjab,19,Arun Jaitley Stadium
CH Gayle,Delhi Capitals,69,Arun Jaitley Stadium
DA Miller,Delhi Capitals,7,Arun Jaitley Stadium
GC Viljoen,Delhi Capitals,2,Arun Jaitley Stadium
Harpreet Brar,Delhi Capitals,20,Arun Jaitley Stadium
KL Rahul,Delhi Capitals,12,Arun Jaitley Stadium
MA Agarwal,Delhi Capitals,2,Arun Jaitley Stadium
Mandeep Singh,Delhi Capitals,30,Arun Jaitley Stadium
PP Shaw,Kings XI Punjab,13,Arun Jaitley Stadium
R Ashwin,Delhi Capitals,16,Arun Jaitley Stadium
RR Pant,Kings XI Punjab,6,Arun Jaitley Stadium
S Dhawan,Kings XI Punjab,56,Arun Jaitley Stadium
SE Rutherford,Kings XI Punjab,2,Arun Jaitley Stadium
SM Curran,Delhi Capitals,0,Arun Jaitley Stadium
SS Iyer,Kings XI Punjab,58,Arun Jaitley Stadium
AD Russell,Sunrisers Hyderabad,15,Rajiv Gandhi International Stadium
CA Lynn,Sunrisers Hyderabad,51,Rajiv Gandhi International Stadium
DA Warner,Kolkata Knight Riders,67,Rajiv Gandhi International Stadium
JM Bairstow,Kolkata Knight Riders,80,Rajiv Gandhi International Stadium
KC Cariappa,Sunrisers Hyderabad,9,Rajiv Gandhi International Stadium
KD Karthik,Sunrisers Hyderabad,6,Rajiv Gandhi International Stadium
KS Williamson,Kolkata Knight Riders,8,Rajiv Gandhi International Stadium
N Rana,Sunrisers Hyderabad,11,Rajiv Gandhi International Stadium
PP Chawla,Sunrisers Hyderabad,4,Rajiv Gandhi International Stadium
RK Singh,Sunrisers Hyderabad,30,Rajiv Gandhi International Stadium
SP Narine,Sunrisers Hyderabad,25,Rajiv Gandhi International Stadium
Shubman Gill,Sunrisers Hyderabad,3,Rajiv Gandhi International Stadium
Y Prithvi Raj,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium
AB de Villiers,Chennai Super Kings,25,M.Chinnaswamy Stadium
AD Nath,Chennai Super Kings,24,M.Chinnaswamy Stadium
AT Rayudu,Royal Challengers Bangalore,29,M.Chinnaswamy Stadium
DJ Bravo,Royal Challengers Bangalore,5,M.Chinnaswamy Stadium
F du Plessis,Royal Challengers Bangalore,5,M.Chinnaswamy Stadium
KM Jadhav,Royal Challengers Bangalore,9,M.Chinnaswamy Stadium
MM Ali,Chennai Super Kings,26,M.Chinnaswamy Stadium
MP Stoinis,Chennai Super Kings,14,M.Chinnaswamy Stadium
MS Dhoni,Royal Challengers Bangalore,84,M.Chinnaswamy Stadium
P Negi,Chennai Super Kings,5,M.Chinnaswamy Stadium
PA Patel,Chennai Super Kings,53,M.Chinnaswamy Stadium
RA Jadeja,Royal Challengers Bangalore,11,M.Chinnaswamy Stadium
SK Raina,Royal Challengers Bangalore,0,M.Chinnaswamy Stadium
SR Watson,Royal Challengers Bangalore,5,M.Chinnaswamy Stadium
UT Yadav,Chennai Super Kings,1,M.Chinnaswamy Stadium
V Kohli,Chennai Super Kings,9,M.Chinnaswamy Stadium
AJ Turner,Delhi Capitals,0,Sawai Mansingh Stadium
AM Rahane,Delhi Capitals,105,Sawai Mansingh Stadium
BA Stokes,Delhi Capitals,8,Sawai Mansingh Stadium
CA Ingram,Rajasthan Royals,3,Sawai Mansingh Stadium
PP Shaw,Rajasthan Royals,42,Sawai Mansingh Stadium
R Parag,Delhi Capitals,4,Sawai Mansingh Stadium
RR Pant,Rajasthan Royals,78,Sawai Mansingh Stadium
S Dhawan,Rajasthan Royals,54,Sawai Mansingh Stadium
SE Rutherford,Rajasthan Royals,11,Sawai Mansingh Stadium
SPD Smith,Delhi Capitals,50,Sawai Mansingh Stadium
SS Iyer,Rajasthan Royals,4,Sawai Mansingh Stadium
STR Binny,Delhi Capitals,19,Sawai Mansingh Stadium
AT Rayudu,Sunrisers Hyderabad,21,MA Chidambaram Stadium
DA Warner,Chennai Super Kings,57,MA Chidambaram Stadium
F du Plessis,Sunrisers Hyderabad,1,MA Chidambaram Stadium
JM Bairstow,Chennai Super Kings,0,MA Chidambaram Stadium
KM Jadhav,Sunrisers Hyderabad,11,MA Chidambaram Stadium
MK Pandey,Chennai Super Kings,83,MA Chidambaram Stadium
SK Raina,Sunrisers Hyderabad,38,MA Chidambaram Stadium
SR Watson,Sunrisers Hyderabad,96,MA Chidambaram Stadium
V Shankar,Chennai Super Kings,26,MA Chidambaram Stadium
YK Pathan,Chennai Super Kings,5,MA Chidambaram Stadium
AB de Villiers,Kings XI Punjab,82,M.Chinnaswamy Stadium
AD Nath,Kings XI Punjab,3,M.Chinnaswamy Stadium
CH Gayle,Royal Challengers Bangalore,23,M.Chinnaswamy Stadium
DA Miller,Royal Challengers Bangalore,24,M.Chinnaswamy Stadium
GC Viljoen,Royal Challengers Bangalore,0,M.Chinnaswamy Stadium
KL Rahul,Royal Challengers Bangalore,42,M.Chinnaswamy Stadium
M Ashwin,Royal Challengers Bangalore,1,M.Chinnaswamy Stadium
MA Agarwal,Royal Challengers Bangalore,35,M.Chinnaswamy Stadium
MM Ali,Kings XI Punjab,4,M.Chinnaswamy Stadium
MP Stoinis,Kings XI Punjab,46,M.Chinnaswamy Stadium
Mandeep Singh,Royal Challengers Bangalore,4,M.Chinnaswamy Stadium
N Pooran,Royal Challengers Bangalore,46,M.Chinnaswamy Stadium
PA Patel,Kings XI Punjab,43,M.Chinnaswamy Stadium
R Ashwin,Royal Challengers Bangalore,6,M.Chinnaswamy Stadium
V Kohli,Kings XI Punjab,13,M.Chinnaswamy Stadium
AD Russell,Rajasthan Royals,14,Eden Gardens
AM Rahane,Kolkata Knight Riders,34,Eden Gardens
BA Stokes,Kolkata Knight Riders,11,Eden Gardens
CA Lynn,Rajasthan Royals,0,Eden Gardens
CR Brathwaite,Rajasthan Royals,5,Eden Gardens
JC Archer,Kolkata Knight Riders,27,Eden Gardens
JD Unadkat,Kolkata Knight Riders,0,Eden Gardens
KD Karthik,Rajasthan Royals,97,Eden Gardens
N Rana,Rajasthan Royals,21,Eden Gardens
R Parag,Kolkata Knight Riders,47,Eden Gardens
RK Singh,Rajasthan Royals,3,Eden Gardens
S Gopal,Kolkata Knight Riders,18,Eden Gardens
SP Narine,Rajasthan Royals,11,Eden Gardens
SPD Smith,Kolkata Knight Riders,2,Eden Gardens
STR Binny,Kolkata Knight Riders,11,Eden Gardens
SV Samson,Kolkata Knight Riders,22,Eden Gardens
Shubman Gill,Rajasthan Royals,14,Eden Gardens
AT Rayudu,Mumbai Indians,0,MA Chidambaram Stadium
DJ Bravo,Mumbai Indians,20,MA Chidambaram Stadium
DL Chahar,Mumbai Indians,0,MA Chidambaram Stadium
DR Shorey,Mumbai Indians,5,MA Chidambaram Stadium
E Lewis,Chennai Super Kings,32,MA Chidambaram Stadium
HH Pandya,Chennai Super Kings,23,MA Chidambaram Stadium
Harbhajan Singh,Mumbai Indians,1,MA Chidambaram Stadium
KA Pollard,Chennai Super Kings,13,MA Chidambaram Stadium
KH Pandya,Chennai Super Kings,1,MA Chidambaram Stadium
KM Jadhav,Mumbai Indians,6,MA Chidambaram Stadium
M Vijay,Mumbai Indians,38,MA Chidambaram Stadium
MJ Santner,Mumbai Indians,22,MA Chidambaram Stadium
Q de Kock,Chennai Super Kings,15,MA Chidambaram Stadium
RG Sharma,Chennai Super Kings,67,MA Chidambaram Stadium
SK Raina,Mumbai Indians,2,MA Chidambaram Stadium
SR Watson,Mumbai Indians,8,MA Chidambaram Stadium
AJ Turner,Sunrisers Hyderabad,3,Sawai Mansingh Stadium
AM Rahane,Sunrisers Hyderabad,39,Sawai Mansingh Stadium
B Kumar,Rajasthan Royals,1,Sawai Mansingh Stadium
DA Warner,Rajasthan Royals,37,Sawai Mansingh Stadium
DJ Hooda,Rajasthan Royals,0,Sawai Mansingh Stadium
KS Williamson,Rajasthan Royals,13,Sawai Mansingh Stadium
LS Livingstone,Sunrisers Hyderabad,44,Sawai Mansingh Stadium
MK Pandey,Rajasthan Royals,61,Sawai Mansingh Stadium
Rashid Khan,Rajasthan Royals,17,Sawai Mansingh Stadium
SPD Smith,Sunrisers Hyderabad,22,Sawai Mansingh Stadium
SV Samson,Sunrisers Hyderabad,48,Sawai Mansingh Stadium
Shakib Al Hasan,Rajasthan Royals,9,Sawai Mansingh Stadium
V Shankar,Rajasthan Royals,8,Sawai Mansingh Stadium
WP Saha,Rajasthan Royals,5,Sawai Mansingh Stadium
AB de Villiers,Delhi Capitals,17,Arun Jaitley Stadium
AR Patel,Royal Challengers Bangalore,16,Arun Jaitley Stadium
CA Ingram,Royal Challengers Bangalore,11,Arun Jaitley Stadium
Gurkeerat Singh,Delhi Capitals,27,Arun Jaitley Stadium
H Klaasen,Delhi Capitals,3,Arun Jaitley Stadium
MP Stoinis,Delhi Capitals,32,Arun Jaitley Stadium
PA Patel,Delhi Capitals,39,Arun Jaitley Stadium
PP Shaw,Royal Challengers Bangalore,18,Arun Jaitley Stadium
RR Pant,Royal Challengers Bangalore,7,Arun Jaitley Stadium
S Dhawan,Royal Challengers Bangalore,50,Arun Jaitley Stadium
S Dube,Delhi Capitals,24,Arun Jaitley Stadium
SE Rutherford,Royal Challengers Bangalore,28,Arun Jaitley Stadium
SS Iyer,Royal Challengers Bangalore,52,Arun Jaitley Stadium
V Kohli,Delhi Capitals,23,Arun Jaitley Stadium
Washington Sundar,Delhi Capitals,1,Arun Jaitley Stadium
AD Russell,Mumbai Indians,80,Eden Gardens
BB Sran,Kolkata Knight Riders,3,Eden Gardens
CA Lynn,Mumbai Indians,54,Eden Gardens
E Lewis,Kolkata Knight Riders,15,Eden Gardens
HH Pandya,Kolkata Knight Riders,91,Eden Gardens
KA Pollard,Kolkata Knight Riders,20,Eden Gardens
KD Karthik,Mumbai Indians,15,Eden Gardens
KH Pandya,Kolkata Knight Riders,24,Eden Gardens
Q de Kock,Kolkata Knight Riders,0,Eden Gardens
RD Chahar,Kolkata Knight Riders,1,Eden Gardens
RG Sharma,Kolkata Knight Riders,12,Eden Gardens
SA Yadav,Kolkata Knight Riders,26,Eden Gardens
Shubman Gill,Mumbai Indians,76,Eden Gardens
Abhishek Sharma,Kings XI Punjab,5,Rajiv Gandhi International Stadium
CH Gayle,Sunrisers Hyderabad,4,Rajiv Gandhi International Stadium
DA Miller,Sunrisers Hyderabad,11,Rajiv Gandhi International Stadium
DA Warner,Kings XI Punjab,81,Rajiv Gandhi International Stadium
KL Rahul,Sunrisers Hyderabad,79,Rajiv Gandhi International Stadium
KS Williamson,Kings XI Punjab,14,Rajiv Gandhi International Stadium
M Ashwin,Sunrisers Hyderabad,1,Rajiv Gandhi International Stadium
MA Agarwal,Sunrisers Hyderabad,27,Rajiv Gandhi International Stadium
MK Pandey,Kings XI Punjab,36,Rajiv Gandhi International Stadium
Mohammad Nabi,Kings XI Punjab,20,Rajiv Gandhi International Stadium
Mohammed Shami,Sunrisers Hyderabad,1,Rajiv Gandhi International Stadium
Mujeeb Ur Rahman,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium
N Pooran,Sunrisers Hyderabad,21,Rajiv Gandhi International Stadium
P Simran Singh,Sunrisers Hyderabad,16,Rajiv Gandhi International Stadium
R Ashwin,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium
Rashid Khan,Kings XI Punjab,1,Rajiv Gandhi International Stadium
V Shankar,Kings XI Punjab,7,Rajiv Gandhi International Stadium
WP Saha,Kings XI Punjab,28,Rajiv Gandhi International Stadium
AB de Villiers,Rajasthan Royals,10,M.Chinnaswamy Stadium
Gurkeerat Singh,Rajasthan Royals,6,M.Chinnaswamy Stadium
H Klaasen,Rajasthan Royals,6,M.Chinnaswamy Stadium
LS Livingstone,Royal Challengers Bangalore,11,M.Chinnaswamy Stadium
MP Stoinis,Rajasthan Royals,0,M.Chinnaswamy Stadium
Navdeep Saini,Rajasthan Royals,0,M.Chinnaswamy Stadium
P Negi,Rajasthan Royals,4,M.Chinnaswamy Stadium
PA Patel,Rajasthan Royals,8,M.Chinnaswamy Stadium
SV Samson,Royal Challengers Bangalore,28,M.Chinnaswamy Stadium
V Kohli,Rajasthan Royals,25,M.Chinnaswamy Stadium
A Mishra,Chennai Super Kings,8,MA Chidambaram Stadium
AR Patel,Chennai Super Kings,9,MA Chidambaram Stadium
AT Rayudu,Delhi Capitals,5,MA Chidambaram Stadium
CA Ingram,Chennai Super Kings,1,MA Chidambaram Stadium
CH Morris,Chennai Super Kings,0,MA Chidambaram Stadium
F du Plessis,Delhi Capitals,39,MA Chidambaram Stadium
J Suchith,Chennai Super Kings,6,MA Chidambaram Stadium
MS Dhoni,Delhi Capitals,44,MA Chidambaram Stadium
PP Shaw,Chennai Super Kings,4,MA Chidambaram Stadium
RA Jadeja,Delhi Capitals,25,MA Chidambaram Stadium
RR Pant,Chennai Super Kings,5,MA Chidambaram Stadium
S Dhawan,Chennai Super Kings,19,MA Chidambaram Stadium
SE Rutherford,Chennai Super Kings,2,MA Chidambaram Stadium
SK Raina,Delhi Capitals,59,MA Chidambaram Stadium
SR Watson,Delhi Capitals,0,MA Chidambaram Stadium
SS Iyer,Chennai Super Kings,44,MA Chidambaram Stadium
TA Boult,Chennai Super Kings,1,MA Chidambaram Stadium
Abhishek Sharma,Mumbai Indians,2,Wankhede Stadium
E Lewis,Sunrisers Hyderabad,1,Wankhede Stadium
HH Pandya,Sunrisers Hyderabad,25,Wankhede Stadium
KA Pollard,Sunrisers Hyderabad,12,Wankhede Stadium
KH Pandya,Sunrisers Hyderabad,9,Wankhede Stadium
KS Williamson,Mumbai Indians,3,Wankhede Stadium
MJ Guptill,Mumbai Indians,16,Wankhede Stadium
MK Pandey,Mumbai Indians,72,Wankhede Stadium
Mohammad Nabi,Mumbai Indians,37,Wankhede Stadium
Q de Kock,Sunrisers Hyderabad,69,Wankhede Stadium
RG Sharma,Sunrisers Hyderabad,24,Wankhede Stadium
SA Yadav,Sunrisers Hyderabad,23,Wankhede Stadium
V Shankar,Mumbai Indians,12,Wankhede Stadium
WP Saha,Mumbai Indians,25,Wankhede Stadium
AD Russell,Kings XI Punjab,24,Punjab Cricket Association IS Bindra Stadium
AJ Tye,Kolkata Knight Riders,0,Punjab Cricket Association IS Bindra Stadium
